age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
75;retired;divorced;primary;no;852;no;no;cellular;16;sep;228;1;185;1;failure;no
30;blue-collar;married;secondary;no;1171;yes;no;cellular;17;apr;45;7;324;2;failure;no
42;management;married;tertiary;no;9;yes;no;unknown;15;may;98;3;-1;0;unknown;no
36;unemployed;single;primary;no;1729;no;no;cellular;21;nov;341;1;-1;0;unknown;no
55;self-employed;married;secondary;no;2678;no;yes;cellular;18;aug;151;12;-1;0;unknown;no
32;technician;divorced;tertiary;no;2558;no;no;unknown;5;may;148;2;-1;0;unknown;no
58;management;married;tertiary;no;299;no;no;cellular;16;jul;120;4;-1;0;unknown;no
38;blue-collar;married;secondary;no;105;yes;no;cellular;28;jan;158;1;265;2;failure;no
43;blue-collar;married;primary;no;991;yes;no;cellular;14;may;111;2;-1;0;unknown;no
35;technician;married;tertiary;no;122;no;no;cellular;27;mar;277;1;-1;0;unknown;no
36;management;married;tertiary;no;4;no;yes;cellular;29;jul;261;6;-1;0;unknown;no
28;blue-collar;married;secondary;no;1020;yes;no;unknown;28;may;251;1;-1;0;unknown;no
47;blue-collar;married;primary;no;0;no;no;cellular;22;aug;98;3;-1;0;unknown;no
47;admin.;married;secondary;no;24556;no;no;telephone;20;oct;309;1;-1;0;unknown;no
41;management;married;secondary;no;6;no;no;cellular;5;may;123;1;-1;0;unknown;no
47;technician;married;secondary;no;0;yes;no;cellular;17;dec;97;1;231;2;failure;no
42;services;divorced;secondary;no;108;no;no;cellular;25;jul;360;13;-1;0;unknown;no
43;management;married;primary;no;62;yes;no;cellular;14;may;133;1;300;3;failure;no
59;housemaid;single;secondary;no;26172;no;no;cellular;18;nov;54;2;-1;0;unknown;no
51;management;married;tertiary;no;1612;no;no;cellular;16;mar;384;1;182;5;failure;no
36;services;married;unknown;no;-19;no;yes;cellular;24;jul;185;1;-1;0;unknown;no
45;blue-collar;married;primary;no;714;no;no;unknown;12;jun;108;1;-1;0;unknown;no
29;technician;married;secondary;no;782;yes;no;unknown;16;may;131;1;-1;0;unknown;no
28;management;single;tertiary;no;385;no;yes;cellular;9;feb;79;4;193;7;failure;no
34;technician;single;tertiary;no;586;yes;no;unknown;16;may;489;2;-1;0;unknown;no
47;blue-collar;married;primary;no;9346;no;no;cellular;22;aug;19;21;-1;0;unknown;no
60;retired;divorced;tertiary;no;2131;no;no;cellular;10;jul;421;6;-1;0;unknown;no
35;admin.;married;secondary;no;165;yes;no;unknown;18;jun;272;1;-1;0;unknown;no
52;management;married;primary;no;226;yes;no;unknown;9;may;86;4;-1;0;unknown;no
32;admin.;married;secondary;no;923;yes;no;cellular;17;apr;819;4;-1;0;unknown;no
33;technician;married;tertiary;no;8023;no;no;cellular;30;nov;107;1;105;3;failure;no
34;admin.;married;secondary;no;2984;yes;no;cellular;20;apr;11;3;-1;0;unknown;no
38;technician;single;secondary;no;382;yes;no;cellular;12;aug;180;2;-1;0;unknown;no
35;services;divorced;secondary;no;440;yes;no;unknown;2;jun;101;1;-1;0;unknown;no
35;blue-collar;single;secondary;no;487;yes;no;unknown;15;may;117;1;-1;0;unknown;no
34;management;single;tertiary;no;3635;yes;no;unknown;27;may;68;9;-1;0;unknown;no
28;management;married;tertiary;no;9664;yes;no;cellular;24;jul;497;2;-1;0;unknown;no
61;retired;married;secondary;no;313;no;yes;unknown;3;jul;42;1;-1;0;unknown;no
47;services;divorced;secondary;no;28;yes;no;cellular;16;jul;142;1;-1;0;unknown;no
35;services;married;secondary;no;2048;yes;no;cellular;11;may;219;1;173;2;failure;no
25;student;single;tertiary;no;241;no;no;cellular;26;may;351;1;-1;0;unknown;no
43;blue-collar;divorced;primary;no;75;yes;no;cellular;9;jul;118;1;-1;0;unknown;no
57;technician;divorced;secondary;no;910;yes;no;unknown;3;jun;183;2;-1;0;unknown;no
30;unemployed;single;secondary;yes;-770;yes;no;unknown;28;may;87;1;-1;0;unknown;no
32;admin.;married;tertiary;no;227;no;no;cellular;21;aug;148;2;-1;0;unknown;no
56;housemaid;married;primary;no;445;no;no;cellular;21;nov;13;6;-1;0;unknown;no
59;blue-collar;married;unknown;no;139;no;no;unknown;5;jun;153;1;-1;0;unknown;no
34;technician;single;tertiary;no;2658;yes;no;cellular;31;mar;265;1;230;2;failure;no
48;technician;married;secondary;no;427;no;no;unknown;14;may;201;1;-1;0;unknown;no
42;entrepreneur;married;secondary;no;-480;yes;yes;unknown;2;jun;351;6;-1;0;unknown;no
58;technician;married;tertiary;no;289;no;no;telephone;21;nov;182;2;-1;0;unknown;no
51;blue-collar;married;primary;no;40;yes;no;cellular;13;may;79;1;370;1;failure;no
26;technician;single;tertiary;no;1118;yes;no;unknown;4;jun;209;2;-1;0;unknown;no
41;blue-collar;married;secondary;no;429;yes;no;unknown;13;may;244;1;-1;0;unknown;no
28;services;married;unknown;no;-134;yes;no;unknown;19;may;8;2;-1;0;unknown;no
33;admin.;single;secondary;no;745;yes;no;cellular;17;apr;278;2;333;1;other;no
52;unemployed;married;primary;no;3175;no;no;cellular;2;feb;165;1;-1;0;unknown;no
34;admin.;divorced;secondary;no;627;yes;no;unknown;7;may;283;2;-1;0;unknown;no
31;technician;married;secondary;no;585;yes;no;telephone;11;nov;133;1;-1;0;unknown;no
30;technician;single;tertiary;no;0;no;no;cellular;28;aug;262;6;-1;0;unknown;no
26;student;single;secondary;no;766;no;no;cellular;9;apr;125;6;-1;0;unknown;no
44;management;married;tertiary;no;756;yes;no;cellular;18;nov;65;1;130;2;failure;no
52;entrepreneur;married;secondary;no;113;yes;yes;unknown;5;may;127;1;-1;0;unknown;no
54;admin.;single;secondary;no;189;no;no;cellular;2;jun;95;5;-1;0;unknown;no
39;technician;divorced;secondary;no;80;no;no;unknown;20;jun;124;2;-1;0;unknown;no
37;housemaid;single;secondary;no;-178;yes;no;unknown;6;jun;122;5;-1;0;unknown;no
46;technician;divorced;secondary;no;454;no;no;unknown;16;jun;93;2;-1;0;unknown;no
53;management;married;tertiary;no;4;no;no;unknown;20;jun;19;6;-1;0;unknown;no
48;retired;divorced;primary;no;666;yes;no;cellular;15;may;10;5;-1;0;unknown;no
39;blue-collar;married;primary;no;519;yes;yes;unknown;26;may;117;1;-1;0;unknown;no
30;student;single;tertiary;no;300;no;no;cellular;6;feb;38;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;74;yes;no;cellular;8;may;168;2;-1;0;unknown;no
37;management;single;tertiary;no;410;no;no;cellular;7;aug;542;3;-1;0;unknown;no
56;admin.;single;secondary;no;-273;no;no;cellular;8;jul;119;2;-1;0;unknown;no
48;services;married;secondary;no;2739;no;no;telephone;23;jul;173;4;-1;0;unknown;no
59;retired;married;secondary;no;0;no;no;cellular;6;aug;142;2;-1;0;unknown;no
41;technician;married;tertiary;no;13;no;no;unknown;5;jun;189;2;-1;0;unknown;no
45;admin.;married;secondary;no;-547;yes;no;unknown;3;jun;214;2;-1;0;unknown;no
37;blue-collar;married;primary;no;1534;yes;no;unknown;3;jun;126;4;-1;0;unknown;no
31;services;single;secondary;no;887;no;no;cellular;30;jan;427;1;-1;0;unknown;no
57;services;married;secondary;no;2476;yes;no;cellular;7;aug;239;1;459;1;success;no
33;technician;married;secondary;no;0;no;no;cellular;25;aug;72;2;-1;0;unknown;no
27;blue-collar;married;secondary;no;245;yes;no;cellular;5;feb;7;7;255;11;failure;no
29;management;married;tertiary;no;1441;yes;no;cellular;30;apr;185;1;85;2;success;no
34;blue-collar;married;secondary;no;7216;yes;no;unknown;26;may;143;2;-1;0;unknown;no
39;management;divorced;tertiary;no;1555;yes;no;cellular;25;jul;796;1;-1;0;unknown;no
40;entrepreneur;married;secondary;no;1238;yes;no;telephone;21;jul;50;2;-1;0;unknown;no
42;admin.;married;secondary;no;-465;no;yes;cellular;23;jul;102;1;-1;0;unknown;no
41;services;married;secondary;no;957;yes;no;unknown;15;may;326;4;-1;0;unknown;no
36;blue-collar;married;secondary;no;-53;yes;no;cellular;20;apr;9;5;322;8;other;no
42;admin.;married;primary;no;-466;no;yes;telephone;31;jul;94;15;-1;0;unknown;no
46;admin.;married;secondary;no;3145;yes;no;cellular;5;may;28;1;-1;0;unknown;no
30;management;single;tertiary;no;2592;no;no;cellular;19;nov;50;1;-1;0;unknown;no
27;technician;single;secondary;no;274;yes;no;cellular;16;apr;483;2;-1;0;unknown;no
58;housemaid;married;primary;no;0;yes;no;telephone;9;jul;148;1;-1;0;unknown;no
36;unemployed;married;secondary;no;16;yes;yes;cellular;17;nov;89;2;-1;0;unknown;no
39;entrepreneur;married;tertiary;no;36;yes;no;unknown;26;may;488;3;-1;0;unknown;no
34;blue-collar;married;secondary;no;518;yes;no;cellular;11;may;206;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;982;yes;no;cellular;14;may;182;1;-1;0;unknown;no
30;management;single;tertiary;no;409;no;no;cellular;3;feb;31;6;-1;0;unknown;no
47;admin.;divorced;secondary;no;106;yes;no;unknown;15;may;303;1;-1;0;unknown;no
39;blue-collar;married;secondary;no;293;yes;no;unknown;23;may;160;3;-1;0;unknown;no
53;retired;married;primary;no;383;yes;no;unknown;14;may;171;1;-1;0;unknown;no
30;entrepreneur;single;secondary;no;491;yes;no;unknown;9;may;197;4;-1;0;unknown;no
74;retired;married;secondary;no;3771;no;no;telephone;16;apr;159;1;-1;0;unknown;no
31;management;married;tertiary;no;69;no;no;cellular;20;aug;195;2;-1;0;unknown;no
30;admin.;single;secondary;no;312;no;no;cellular;8;jul;188;1;-1;0;unknown;no
36;entrepreneur;married;secondary;no;352;yes;no;unknown;21;may;139;2;-1;0;unknown;no
42;blue-collar;married;secondary;no;1386;yes;no;cellular;29;jul;222;5;-1;0;unknown;no
38;management;single;tertiary;no;35;yes;no;cellular;17;apr;156;1;273;3;failure;no
21;student;single;secondary;no;210;no;no;telephone;4;feb;123;2;174;1;failure;no
31;admin.;single;secondary;no;78;yes;no;cellular;11;may;360;1;370;1;other;no
46;blue-collar;married;primary;no;0;yes;no;telephone;11;may;30;4;304;2;other;no
42;blue-collar;married;primary;no;479;yes;no;unknown;9;may;391;2;-1;0;unknown;no
57;blue-collar;married;secondary;no;25;yes;no;cellular;13;may;378;2;359;1;failure;no
27;management;married;tertiary;no;342;yes;no;cellular;17;jul;818;1;-1;0;unknown;no
46;blue-collar;married;primary;no;537;no;no;unknown;26;may;222;5;-1;0;unknown;no
27;technician;single;secondary;no;0;no;no;cellular;31;jul;13;3;-1;0;unknown;no
36;services;single;secondary;no;62;yes;no;unknown;5;may;215;2;-1;0;unknown;no
40;management;single;secondary;no;9916;no;no;cellular;18;nov;411;3;8;1;failure;no
58;unknown;divorced;secondary;no;3111;yes;no;unknown;13;may;166;2;-1;0;unknown;no
36;technician;married;secondary;no;-8;yes;no;unknown;26;may;180;2;-1;0;unknown;no
47;services;divorced;secondary;no;430;yes;yes;unknown;14;may;335;1;-1;0;unknown;no
36;management;married;tertiary;no;502;yes;no;unknown;21;may;509;1;-1;0;unknown;no
34;admin.;married;secondary;no;560;yes;no;unknown;5;may;198;3;-1;0;unknown;no
42;management;married;secondary;no;71;no;no;cellular;17;nov;80;1;-1;0;unknown;no
45;entrepreneur;married;secondary;no;128;no;yes;cellular;18;nov;275;2;-1;0;unknown;no
30;management;single;secondary;yes;-985;no;no;telephone;24;jul;28;4;-1;0;unknown;no
38;admin.;single;secondary;no;626;no;no;cellular;2;jun;132;4;-1;0;unknown;no
31;services;married;secondary;no;1273;yes;no;unknown;23;may;442;1;-1;0;unknown;no
33;management;single;tertiary;no;1021;no;no;cellular;2;feb;734;1;-1;0;unknown;no
42;admin.;married;secondary;no;641;no;no;cellular;4;aug;111;1;1;1;other;no
26;management;single;secondary;no;651;no;yes;cellular;5;mar;84;1;-1;0;unknown;no
41;self-employed;married;primary;no;204;no;no;cellular;13;aug;111;7;-1;0;unknown;no
31;management;single;tertiary;yes;-365;yes;no;unknown;30;may;319;6;-1;0;unknown;no
32;blue-collar;single;secondary;no;3662;no;no;telephone;28;jan;309;1;-1;0;unknown;no
29;management;single;tertiary;no;1675;no;no;cellular;16;jun;276;2;-1;0;unknown;no
43;entrepreneur;married;secondary;no;469;no;yes;cellular;20;aug;89;2;-1;0;unknown;no
28;services;single;secondary;no;2954;yes;no;unknown;28;may;149;2;-1;0;unknown;no
32;blue-collar;married;primary;no;209;yes;yes;unknown;20;jun;8;31;-1;0;unknown;no
35;management;single;unknown;no;137;no;no;unknown;28;may;667;3;-1;0;unknown;no
26;admin.;single;tertiary;no;2170;yes;no;cellular;27;apr;398;1;-1;0;unknown;no
31;blue-collar;married;primary;no;2198;no;no;cellular;21;nov;423;2;172;2;failure;no
43;management;single;secondary;no;2968;no;no;unknown;20;jun;30;4;-1;0;unknown;no
28;admin.;single;secondary;no;392;yes;yes;cellular;4;feb;214;2;259;2;failure;no
53;management;married;secondary;no;90;yes;no;telephone;20;apr;67;5;-1;0;unknown;no
28;blue-collar;single;secondary;no;0;yes;no;unknown;28;may;386;1;-1;0;unknown;no
33;technician;married;tertiary;no;79;yes;yes;cellular;9;feb;390;8;-1;0;unknown;no
27;management;single;tertiary;yes;0;yes;no;unknown;16;may;89;2;-1;0;unknown;no
39;management;married;tertiary;no;2043;yes;no;unknown;17;jun;85;1;-1;0;unknown;no
32;management;single;tertiary;no;1310;no;no;cellular;12;aug;418;3;-1;0;unknown;no
44;unemployed;married;secondary;no;2756;no;no;cellular;30;mar;57;4;-1;0;unknown;no
57;retired;married;primary;no;903;no;no;unknown;16;jun;141;1;-1;0;unknown;no
36;management;married;tertiary;no;0;yes;no;cellular;18;nov;103;1;175;2;failure;no
41;blue-collar;married;secondary;no;424;yes;no;cellular;7;may;83;5;-1;0;unknown;no
52;blue-collar;divorced;primary;no;196;yes;no;unknown;7;may;119;3;-1;0;unknown;no
54;management;married;secondary;no;1987;no;no;cellular;14;jul;219;3;-1;0;unknown;no
45;blue-collar;single;secondary;no;91;no;yes;cellular;18;nov;149;1;127;2;failure;no
34;blue-collar;married;primary;no;1451;yes;no;cellular;9;apr;765;3;-1;0;unknown;no
38;self-employed;married;secondary;no;-17;yes;no;cellular;17;apr;110;3;326;1;other;no
64;management;married;secondary;no;1646;no;no;cellular;12;aug;68;3;-1;0;unknown;no
28;management;single;tertiary;no;1351;no;no;cellular;10;dec;267;1;-1;0;unknown;no
46;blue-collar;married;primary;no;-175;yes;yes;cellular;17;apr;250;1;324;2;failure;no
37;unemployed;married;secondary;no;63;no;no;cellular;5;feb;434;1;-1;0;unknown;no
30;services;married;secondary;no;-176;yes;no;cellular;30;jul;47;31;-1;0;unknown;no
35;entrepreneur;married;secondary;no;4872;yes;no;cellular;15;may;34;3;-1;0;unknown;no
44;management;married;secondary;no;991;no;no;cellular;2;feb;194;1;-1;0;unknown;no
44;housemaid;divorced;primary;no;629;no;no;cellular;30;jul;432;4;-1;0;unknown;no
39;entrepreneur;married;secondary;no;680;yes;no;cellular;15;may;135;1;361;2;failure;no
38;services;married;secondary;no;-768;yes;yes;cellular;16;jul;57;2;-1;0;unknown;no
37;blue-collar;divorced;primary;no;139;yes;no;unknown;7;may;71;1;-1;0;unknown;no
40;management;married;tertiary;no;0;yes;no;telephone;16;jul;87;5;-1;0;unknown;no
70;technician;married;secondary;no;3020;no;no;telephone;2;nov;358;2;186;1;failure;no
25;technician;married;unknown;no;776;yes;no;unknown;27;may;290;1;-1;0;unknown;no
44;technician;divorced;secondary;no;-865;yes;no;cellular;20;apr;334;1;-1;0;unknown;no
52;blue-collar;married;primary;no;1271;no;no;cellular;18;aug;131;3;-1;0;unknown;no
31;blue-collar;married;secondary;no;1039;yes;no;unknown;28;may;44;7;-1;0;unknown;no
42;self-employed;divorced;tertiary;no;0;no;no;unknown;11;jun;694;2;-1;0;unknown;no
36;admin.;married;secondary;no;606;yes;no;cellular;2;feb;102;2;-1;0;unknown;no
49;technician;married;secondary;no;5244;no;no;cellular;25;aug;60;4;-1;0;unknown;no
30;technician;married;secondary;no;2278;no;yes;telephone;19;nov;47;1;-1;0;unknown;no
46;blue-collar;married;primary;no;1726;yes;yes;unknown;9;may;195;1;-1;0;unknown;no
42;admin.;single;unknown;no;22;no;no;unknown;19;jun;246;3;-1;0;unknown;no
35;management;single;tertiary;no;-146;yes;no;cellular;14;may;279;1;266;1;failure;no
41;management;single;tertiary;no;1696;yes;no;unknown;9;may;878;3;-1;0;unknown;no
38;management;married;tertiary;no;126;yes;no;unknown;21;may;164;2;-1;0;unknown;no
30;technician;married;secondary;no;-910;yes;no;cellular;15;may;124;2;298;1;failure;no
35;management;single;secondary;no;329;no;no;cellular;23;jul;375;8;-1;0;unknown;no
54;retired;divorced;tertiary;no;349;yes;no;cellular;12;may;176;2;175;1;failure;no
39;blue-collar;married;secondary;no;1554;yes;no;unknown;13;may;378;1;-1;0;unknown;no
26;technician;single;tertiary;no;291;no;yes;cellular;8;jul;393;1;-1;0;unknown;no
36;management;married;tertiary;no;162;yes;no;cellular;8;aug;75;2;-1;0;unknown;no
35;management;married;unknown;no;1128;yes;no;unknown;4;jun;457;1;-1;0;unknown;no
59;blue-collar;married;primary;no;0;no;no;cellular;2;feb;173;1;-1;0;unknown;no
32;blue-collar;married;unknown;no;1267;yes;no;cellular;18;may;66;2;-1;0;unknown;no
41;management;divorced;tertiary;no;1;yes;no;unknown;19;jun;244;1;-1;0;unknown;no
47;housemaid;divorced;secondary;no;80;no;no;cellular;19;aug;196;2;-1;0;unknown;no
60;housemaid;divorced;primary;no;1412;no;no;cellular;22;jul;127;4;-1;0;unknown;no
31;services;single;secondary;no;1015;no;no;cellular;29;jan;100;1;-1;0;unknown;no
45;services;single;secondary;no;359;yes;no;unknown;18;jun;41;8;-1;0;unknown;no
31;management;married;tertiary;no;1224;yes;yes;cellular;20;nov;75;2;119;2;success;no
51;management;married;tertiary;yes;0;no;yes;cellular;29;jul;204;6;-1;0;unknown;no
34;management;married;tertiary;no;1022;yes;no;cellular;8;sep;219;1;-1;0;unknown;no
28;housemaid;divorced;primary;no;1;yes;no;unknown;8;may;923;1;-1;0;unknown;no
37;management;married;tertiary;no;825;yes;no;cellular;11;aug;214;5;-1;0;unknown;no
52;management;married;tertiary;no;6;no;no;telephone;19;oct;57;1;-1;0;unknown;no
50;technician;married;tertiary;no;199;yes;yes;unknown;26;may;79;1;-1;0;unknown;no
35;management;married;tertiary;no;24;yes;no;unknown;26;jun;243;2;-1;0;unknown;no
36;admin.;single;secondary;no;8;no;no;cellular;21;aug;115;2;-1;0;unknown;no
24;admin.;single;tertiary;no;0;yes;no;cellular;7;sep;89;1;103;2;success;no
59;retired;married;secondary;no;524;no;no;cellular;28;jan;166;2;-1;0;unknown;no
40;management;married;tertiary;no;406;no;no;unknown;6;jun;262;1;-1;0;unknown;no
42;services;married;primary;no;91;yes;no;unknown;29;may;87;7;-1;0;unknown;no
45;blue-collar;married;primary;no;13117;no;no;unknown;11;jun;42;2;-1;0;unknown;no
38;blue-collar;single;primary;no;947;yes;no;cellular;12;may;361;2;-1;0;unknown;no
58;blue-collar;married;secondary;no;381;no;no;cellular;11;nov;79;4;-1;0;unknown;no
46;unknown;married;unknown;no;0;no;no;cellular;4;aug;343;1;-1;0;unknown;no
35;services;single;secondary;no;1701;yes;no;cellular;15;jun;175;1;67;3;other;no
45;technician;single;unknown;no;1077;yes;no;telephone;31;jul;6;2;-1;0;unknown;no
25;services;single;secondary;no;382;yes;no;unknown;13;may;392;1;-1;0;unknown;no
25;blue-collar;single;secondary;no;913;yes;no;cellular;7;jul;113;4;-1;0;unknown;no
58;blue-collar;married;secondary;no;1075;yes;no;cellular;18;may;42;1;-1;0;unknown;no
39;management;married;tertiary;no;622;no;no;cellular;19;nov;145;1;-1;0;unknown;no
29;management;single;tertiary;no;15459;no;no;cellular;26;may;245;3;97;7;success;no
49;blue-collar;married;secondary;no;1860;no;no;cellular;25;aug;150;3;-1;0;unknown;no
47;blue-collar;married;primary;no;-12;yes;no;unknown;5;may;18;1;-1;0;unknown;no
45;services;married;primary;no;323;no;no;cellular;5;aug;197;1;-1;0;unknown;no
31;admin.;single;secondary;no;757;no;no;cellular;3;feb;343;2;-1;0;unknown;no
29;blue-collar;married;secondary;no;424;yes;yes;unknown;14;may;241;2;-1;0;unknown;no
32;blue-collar;married;primary;no;323;yes;no;unknown;21;may;530;2;-1;0;unknown;no
27;technician;married;tertiary;no;13;yes;no;telephone;6;feb;24;5;-1;0;unknown;no
54;management;married;tertiary;no;17008;no;no;cellular;19;nov;151;2;-1;0;unknown;no
25;management;single;tertiary;no;808;no;no;cellular;27;may;268;2;-1;0;unknown;no
55;housemaid;single;primary;no;0;no;no;unknown;5;jun;247;1;-1;0;unknown;no
46;management;married;tertiary;no;-319;yes;no;cellular;3;feb;80;1;256;1;failure;no
35;admin.;married;secondary;no;2137;yes;no;unknown;20;may;124;1;-1;0;unknown;no
40;blue-collar;married;primary;no;418;no;no;cellular;2;feb;84;2;-1;0;unknown;no
25;student;married;secondary;no;37;no;no;unknown;24;jul;11;1;-1;0;unknown;no
33;blue-collar;single;secondary;no;179;no;no;cellular;14;jul;244;7;-1;0;unknown;no
54;entrepreneur;married;secondary;no;2791;no;no;unknown;6;jun;94;1;-1;0;unknown;no
57;blue-collar;married;secondary;no;1412;yes;no;cellular;9;apr;89;1;330;1;failure;no
39;services;married;primary;no;1601;yes;no;cellular;21;nov;219;2;182;2;failure;no
37;admin.;married;secondary;no;121;no;no;cellular;22;jul;22;6;-1;0;unknown;no
30;blue-collar;single;secondary;no;132;yes;no;unknown;16;may;329;1;-1;0;unknown;no
28;technician;married;secondary;no;169;yes;no;cellular;24;jul;245;2;-1;0;unknown;no
45;management;divorced;tertiary;no;839;yes;no;cellular;11;may;340;1;264;4;failure;no
35;technician;single;secondary;no;196;yes;no;cellular;21;nov;318;1;-1;0;unknown;no
44;technician;single;tertiary;no;222;yes;yes;unknown;3;jul;89;1;-1;0;unknown;no
57;services;married;secondary;no;6;no;no;cellular;21;nov;1182;1;-1;0;unknown;no
53;admin.;married;primary;no;0;yes;no;cellular;8;may;86;1;298;3;failure;no
35;management;married;tertiary;no;1906;yes;no;cellular;16;apr;102;1;148;5;other;no
44;technician;married;secondary;no;1319;no;no;cellular;4;jun;77;2;-1;0;unknown;no
36;admin.;single;secondary;no;115;no;no;cellular;4;may;134;3;91;1;failure;no
43;admin.;single;unknown;no;682;no;no;unknown;19;jun;156;6;-1;0;unknown;no
58;blue-collar;married;primary;no;0;no;no;cellular;26;aug;168;4;-1;0;unknown;no
32;services;married;secondary;no;0;yes;yes;unknown;7;may;255;2;-1;0;unknown;no
57;blue-collar;married;secondary;no;1686;no;no;telephone;22;feb;219;4;311;2;failure;no
50;admin.;married;secondary;no;3258;no;yes;cellular;14;jul;56;2;-1;0;unknown;no
55;technician;single;secondary;no;11;no;no;unknown;20;jun;14;2;-1;0;unknown;no
38;technician;married;secondary;no;821;yes;yes;unknown;21;may;78;1;-1;0;unknown;no
55;management;married;tertiary;no;6880;no;no;cellular;8;aug;353;2;-1;0;unknown;no
48;blue-collar;married;secondary;no;841;yes;no;unknown;19;may;215;1;-1;0;unknown;no
40;blue-collar;divorced;primary;no;54;yes;no;cellular;13;may;10;5;362;3;other;no
32;blue-collar;married;primary;no;103;no;no;cellular;23;jul;312;1;-1;0;unknown;no
30;technician;married;secondary;no;-280;yes;no;cellular;17;apr;609;2;266;2;failure;no
46;management;married;tertiary;no;74;yes;no;cellular;7;jul;15;11;-1;0;unknown;no
38;services;married;tertiary;no;1018;no;no;unknown;16;jun;325;3;-1;0;unknown;no
46;blue-collar;married;primary;no;1429;yes;no;unknown;14;may;91;1;-1;0;unknown;no
42;unknown;single;primary;no;2398;yes;no;cellular;3;feb;144;2;271;2;failure;no
37;admin.;married;unknown;no;892;yes;no;cellular;30;jul;269;17;-1;0;unknown;no
36;blue-collar;married;secondary;no;342;yes;yes;unknown;21;may;88;3;-1;0;unknown;no
43;blue-collar;married;secondary;no;30;no;no;cellular;14;may;60;5;371;2;failure;no
54;technician;married;secondary;no;415;yes;no;unknown;19;jun;34;31;-1;0;unknown;no
40;technician;married;secondary;no;169;yes;no;cellular;18;aug;43;4;-1;0;unknown;no
59;housemaid;married;secondary;no;0;no;no;telephone;27;oct;376;1;81;3;failure;no
72;retired;married;primary;no;2079;no;no;cellular;13;aug;100;1;191;3;other;no
55;services;married;secondary;no;186;yes;yes;unknown;9;may;241;1;-1;0;unknown;no
55;admin.;married;secondary;no;541;yes;yes;cellular;14;jul;512;3;-1;0;unknown;no
49;management;married;tertiary;no;234;no;no;cellular;22;aug;55;6;-1;0;unknown;no
30;self-employed;married;tertiary;no;227;yes;yes;unknown;12;may;227;3;-1;0;unknown;no
47;services;divorced;secondary;no;4906;yes;no;unknown;14;may;389;1;-1;0;unknown;no
40;admin.;married;secondary;no;100;yes;no;cellular;9;feb;38;8;-1;0;unknown;no
48;services;married;secondary;no;975;yes;yes;cellular;15;may;521;2;-1;0;unknown;no
39;housemaid;married;secondary;no;953;no;no;cellular;30;jan;23;6;232;3;other;no
32;technician;single;secondary;no;14;yes;yes;cellular;16;apr;429;1;-1;0;unknown;no
30;management;single;tertiary;no;264;yes;no;cellular;18;may;36;2;370;2;other;no
50;unemployed;single;secondary;no;588;no;no;cellular;31;jul;649;3;-1;0;unknown;no
43;technician;married;secondary;no;1667;no;yes;cellular;4;feb;1213;3;-1;0;unknown;no
61;retired;married;unknown;no;209;no;no;cellular;16;nov;1011;1;94;4;success;no
32;blue-collar;single;secondary;no;2137;no;no;cellular;13;may;423;1;349;1;failure;no
38;management;single;tertiary;no;1602;yes;no;unknown;3;jun;215;3;-1;0;unknown;no
40;admin.;married;secondary;no;457;no;no;unknown;12;jul;9;1;-1;0;unknown;no
51;management;married;tertiary;no;248;yes;yes;cellular;17;nov;139;2;126;3;failure;no
44;management;divorced;tertiary;no;2058;no;yes;cellular;21;nov;661;1;-1;0;unknown;no
56;management;married;tertiary;no;664;no;yes;cellular;18;nov;71;1;-1;0;unknown;no
45;technician;divorced;secondary;no;167;no;no;cellular;30;jul;97;11;-1;0;unknown;no
60;self-employed;married;tertiary;no;2149;no;no;cellular;19;aug;222;4;-1;0;unknown;no
37;blue-collar;single;secondary;no;48;no;no;cellular;6;may;140;2;-1;0;unknown;no
53;technician;married;tertiary;no;6072;no;yes;unknown;16;jun;226;4;-1;0;unknown;no
44;retired;married;secondary;no;7624;no;no;unknown;7;may;126;5;-1;0;unknown;no
30;technician;single;secondary;no;516;yes;no;cellular;6;may;66;2;-1;0;unknown;no
42;admin.;married;secondary;no;323;yes;yes;unknown;8;may;280;2;-1;0;unknown;no
52;admin.;divorced;secondary;no;0;yes;no;unknown;26;may;206;1;-1;0;unknown;no
35;management;single;secondary;no;81;yes;no;cellular;29;jan;79;1;-1;0;unknown;no
51;blue-collar;married;primary;no;1694;no;no;cellular;13;aug;186;2;-1;0;unknown;no
67;retired;married;primary;no;10776;no;no;telephone;14;aug;176;2;99;17;other;no
44;technician;married;secondary;no;398;yes;no;unknown;28;may;140;5;-1;0;unknown;no
48;housemaid;divorced;secondary;no;57;no;no;cellular;19;nov;134;1;-1;0;unknown;no
47;technician;divorced;secondary;no;2914;yes;no;cellular;18;aug;405;13;-1;0;unknown;no
40;technician;single;tertiary;no;693;no;no;cellular;30;jan;427;1;-1;0;unknown;no
38;management;single;tertiary;no;1637;yes;no;cellular;20;apr;150;2;-1;0;unknown;no
59;admin.;married;secondary;no;6264;no;no;cellular;22;aug;353;16;-1;0;unknown;no
42;self-employed;married;secondary;no;240;yes;no;cellular;4;feb;183;1;189;16;other;no
43;technician;married;secondary;no;434;yes;no;unknown;5;may;117;1;-1;0;unknown;no
